,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
0,0.0,0.0,0.516,0.108,2
1,0.0,0.0,0.12,0.024,2
2,0.0,0.0,0.456,0.528,2
3,0.0,0.0,0.588,0.588,2
4,0.0,0.0,0.084,0.312,2
5,0.0,0.0,0.384,0.264,2
6,0.336,0.168,0.744,0.384,1
7,0.492,0.246,0.774,0.606,1
8,0.40800000000000003,0.20400000000000001,0.3,0.456,2
9,0.168,0.084,0.216,0.492,2
10,0.048,0.024,0.42,0.252,2
11,0.168,0.084,0.168,0.14400000000000002,2
12,0.0,0.0,0.012,0.084,2
13,0.516,0.258,0.522,0.33,2
14,0.0,0.0,0.444,0.552,2
15,0.0,0.0,0.216,0.06,2
16,0.48,0.24,0.516,0.78,3
17,0.0,0.0,0.048,0.34800000000000003,2
18,0.492,0.246,0.28200000000000003,0.402,2
19,0.3,0.15,0.33,0.534,2
20,0.0,0.0,0.396,0.228,2
21,0.252,0.126,0.486,0.522,2
22,0.384,0.192,0.40800000000000003,0.40800000000000003,2
23,0.384,0.192,0.40800000000000003,0.72,3
24,0.468,0.234,0.33,0.258,2
25,0.42,0.21,0.28200000000000003,0.318,2
26,0.168,0.084,0.648,0.276,2
27,0.168,0.084,0.624,0.372,2
28,0.216,0.108,0.252,0.20400000000000001,2
29,0.42,0.21,0.618,0.51,1
30,0.216,0.108,0.14400000000000002,0.42,2
31,0.0,0.0,0.6,0.456,2
32,0.0,0.0,0.372,0.5760000000000001,2
33,0.468,0.234,0.534,0.618,3
34,0.252,0.138,0.402,0.486,2
35,0.492,0.258,0.498,0.378,2
36,0.552,0.294,0.312,0.312,2
37,0.636,0.342,0.642,0.45,1
38,0.24,0.14400000000000002,0.384,0.384,2
39,0.0,0.03,0.5760000000000001,0.324,2
40,0.504,0.28800000000000003,0.804,0.5760000000000001,1
41,0.36,0.222,0.264,0.432,2
42,0.384,0.24,0.708,0.54,1
43,0.624,0.36,0.324,0.66,3
44,0.42,0.258,0.39,0.678,3
45,0.24,0.168,0.492,0.468,2
46,0.612,0.354,0.318,0.654,3
47,0.084,0.09,0.594,0.402,2
48,0.264,0.18,0.34800000000000003,0.276,2
49,0.468,0.28200000000000003,0.378,0.402,2
50,0.252,0.17400000000000002,0.51,0.594,2
51,0.672,0.384,0.66,0.624,1
52,0.252,0.17400000000000002,0.234,0.294,2
53,0.252,0.17400000000000002,0.162,0.498,2
54,0.252,0.17400000000000002,0.294,0.642,2
55,0.252,0.17400000000000002,0.6900000000000001,0.63,1
56,0.252,0.17400000000000002,0.246,0.594,2
57,0.468,0.28200000000000003,0.786,0.762,1
58,0.216,0.156,0.312,0.264,2
59,0.396,0.246,0.198,0.318,2
60,0.168,0.132,0.552,0.14400000000000002,2
61,0.168,0.132,0.624,0.528,2
62,0.708,0.402,0.654,0.7020000000000001,0
63,0.168,0.132,0.312,0.40800000000000003,2
64,0.168,0.132,0.456,0.18,2
65,0.336,0.216,0.28800000000000003,0.18,2
66,0.336,0.216,0.324,0.504,2
67,0.516,0.306,0.318,0.546,3
68,0.336,0.216,0.24,0.252,2
69,0.336,0.216,0.42,0.744,3
70,0.216,0.156,0.6960000000000001,0.108,2
71,0.588,0.342,0.654,0.726,3
72,0.336,0.216,0.504,0.672,3
73,0.336,0.216,0.468,0.216,2
74,0.336,0.216,0.5760000000000001,0.768,3
75,0.336,0.216,0.708,0.48,1
76,0.396,0.246,0.21,0.774,3
77,0.648,0.372,0.8280000000000001,0.432,1
78,0.732,0.41400000000000003,0.726,0.762,0
79,0.384,0.24,0.34800000000000003,0.636,2
80,0.552,0.324,0.5760000000000001,0.36,1
81,0.132,0.114,0.366,0.33,2
82,0.084,0.09,0.462,0.066,2
83,0.216,0.156,0.264,0.36,2
84,0.684,0.39,0.726,0.774,0
85,0.216,0.156,0.336,0.54,2
86,0.132,0.114,0.28200000000000003,0.21,2
87,0.492,0.294,0.81,0.582,1
88,0.132,0.114,0.318,0.366,2
89,0.6,0.34800000000000003,0.40800000000000003,0.516,3
90,0.42,0.258,0.402,0.246,2
91,0.132,0.114,0.234,0.27,2
92,0.5760000000000001,0.336,0.768,0.792,0
93,0.3,0.198,0.6900000000000001,0.678,1
94,0.384,0.24,0.192,0.516,2
95,0.3,0.198,0.234,0.438,2
96,0.3,0.198,0.522,0.558,2
97,0.3,0.198,0.162,0.342,2
98,0.132,0.114,0.594,0.222,2
99,0.3,0.198,0.642,0.402,2
100,0.636,0.366,0.666,0.558,1
101,0.336,0.222,0.6,0.6,1
102,0.588,0.34800000000000003,0.366,0.306,2
103,0.216,0.162,0.396,0.5640000000000001,2
104,0.216,0.162,0.468,0.5640000000000001,2
105,0.168,0.138,0.372,0.432,2
106,0.168,0.138,0.34800000000000003,0.276,2
107,0.168,0.138,0.132,0.096,2
108,0.42,0.27,0.246,0.258,2
109,0.516,0.318,0.582,0.28200000000000003,1
110,0.34800000000000003,0.24,0.678,0.246,1
111,0.3,0.216,0.47400000000000003,0.45,2
112,0.24,0.186,0.168,0.6960000000000001,2
113,0.168,0.156,0.096,0.588,2
114,0.216,0.18,0.264,0.336,2
115,0.168,0.156,0.552,0.492,2
116,0.132,0.138,0.21,0.15,2
117,0.34800000000000003,0.246,0.558,0.306,2
118,0.168,0.156,0.34800000000000003,0.132,2
119,0.336,0.246,0.168,0.6960000000000001,2
120,0.312,0.234,0.168,0.264,2
121,0.168,0.162,0.132,0.54,2
122,0.14400000000000002,0.15,0.48,0.18,2
123,0.216,0.186,0.384,0.5640000000000001,2
124,0.168,0.168,0.28800000000000003,0.492,2
125,0.252,0.21,0.138,0.17400000000000002,2
126,0.444,0.306,0.606,0.498,1
127,0.432,0.3,0.252,0.468,2
128,0.048,0.108,0.54,0.276,2
129,0.528,0.34800000000000003,0.804,0.78,1
130,0.54,0.354,0.762,0.438,1
131,0.084,0.126,0.582,0.462,2
132,0.28800000000000003,0.228,0.6960000000000001,0.6960000000000001,1
133,0.168,0.168,0.36,0.34800000000000003,2
134,0.468,0.324,0.306,0.834,3
135,0.336,0.258,0.312,0.66,2
136,0.34800000000000003,0.264,0.522,0.258,2
137,0.34800000000000003,0.264,0.762,0.426,1
138,0.42,0.3,0.27,0.402,2
139,0.42,0.3,0.462,0.426,2
140,0.42,0.3,0.45,0.294,2
141,0.42,0.3,0.762,0.246,1
142,0.40800000000000003,0.294,0.20400000000000001,0.372,2
143,0.42,0.3,0.438,0.546,2
144,0.42,0.3,0.498,0.366,2
145,0.42,0.3,0.594,0.714,3
146,0.42,0.3,0.39,0.342,2
147,0.42,0.3,0.774,0.246,1
148,0.54,0.36,0.642,0.606,1
149,0.168,0.17400000000000002,0.42,0.396,2
150,0.54,0.36,0.786,0.7020000000000001,1
151,0.612,0.396,0.834,0.858,0
152,0.168,0.17400000000000002,0.468,0.20400000000000001,2
153,0.168,0.17400000000000002,0.432,0.14400000000000002,2
154,0.54,0.36,0.81,0.642,1
155,0.528,0.354,0.372,0.8280000000000001,3
156,0.744,0.462,0.888,0.396,1
157,0.20400000000000001,0.192,0.6900000000000001,0.594,1
158,0.168,0.17400000000000002,0.444,0.108,2
159,0.552,0.366,0.552,0.552,1
160,0.552,0.366,0.28800000000000003,0.336,2
161,0.216,0.198,0.504,0.192,2
162,0.216,0.198,0.672,0.492,2
163,0.216,0.198,0.552,0.34800000000000003,2
164,0.216,0.198,0.396,0.5640000000000001,2
165,0.216,0.198,0.684,0.132,2
166,0.66,0.42,0.642,0.918,0
167,0.444,0.312,0.342,0.51,2
168,0.24,0.21,0.28800000000000003,0.132,2
169,0.396,0.28800000000000003,0.642,0.462,1
170,0.5760000000000001,0.378,0.864,0.42,1
171,0.6960000000000001,0.438,0.48,0.804,3
172,0.168,0.17400000000000002,0.18,0.396,2
173,0.552,0.366,0.648,0.372,1
174,0.252,0.216,0.45,0.246,2
175,0.252,0.216,0.366,0.366,2
176,0.252,0.216,0.642,0.594,1
177,0.252,0.216,0.714,0.486,1
178,0.252,0.216,0.438,0.486,2
179,0.252,0.216,0.642,0.438,2
180,0.252,0.216,0.258,0.21,2
181,0.252,0.216,0.162,0.534,2
182,0.252,0.216,0.714,0.462,1
183,0.732,0.456,0.726,0.666,0
184,0.168,0.17400000000000002,0.264,0.444,2
185,0.264,0.222,0.432,0.516,2
186,0.384,0.28200000000000003,0.492,0.624,3
187,0.504,0.342,0.672,0.444,1
188,0.504,0.342,0.504,0.384,2
189,0.624,0.402,0.336,0.54,3
190,0.384,0.28200000000000003,0.216,0.42,2
191,0.384,0.28200000000000003,0.3,0.792,3
192,0.384,0.28200000000000003,0.3,0.42,2
193,0.384,0.28200000000000003,0.396,0.456,2
194,0.516,0.34800000000000003,0.774,0.5700000000000001,1
195,0.384,0.28200000000000003,0.66,0.768,3
196,0.384,0.28200000000000003,0.264,0.612,2
197,0.384,0.28200000000000003,0.5760000000000001,0.54,1
198,0.384,0.28200000000000003,0.468,0.444,2
199,0.612,0.396,0.534,0.41400000000000003,1
200,0.768,0.47400000000000003,0.672,0.732,0
201,0.66,0.42,0.342,0.774,3
202,0.6960000000000001,0.438,0.732,0.8280000000000001,0
203,0.3,0.24,0.7020000000000001,0.618,1
204,0.3,0.24,0.246,0.45,2
205,0.3,0.24,0.41400000000000003,0.17400000000000002,2
206,0.3,0.24,0.606,0.222,2
207,0.3,0.24,0.27,0.522,2
208,0.3,0.24,0.522,0.642,2
209,0.528,0.354,0.444,0.504,3
210,0.3,0.24,0.27,0.498,2
211,0.3,0.24,0.75,0.246,1
212,0.3,0.24,0.33,0.27,2
213,0.3,0.24,0.294,0.366,2
214,0.3,0.24,0.7020000000000001,0.726,1
215,0.3,0.24,0.258,0.75,3
216,0.3,0.24,0.258,0.522,2
217,0.3,0.24,0.738,0.162,1
218,0.528,0.354,0.672,0.5760000000000001,1
219,0.636,0.40800000000000003,0.438,0.5700000000000001,3
220,0.372,0.276,0.534,0.486,2
221,0.312,0.246,0.5760000000000001,0.324,2
222,0.684,0.432,0.486,0.714,3
223,0.312,0.246,0.672,0.504,1
224,0.636,0.40800000000000003,0.534,0.606,3
225,0.468,0.324,0.45,0.8220000000000001,3
226,0.468,0.324,0.47400000000000003,0.7020000000000001,3
227,0.468,0.324,0.678,0.426,1
228,0.468,0.324,0.654,0.27,1
229,0.468,0.324,0.28200000000000003,0.606,3
230,0.468,0.324,0.39,0.558,3
231,0.468,0.324,0.354,0.28200000000000003,2
232,0.492,0.336,0.678,0.258,1
233,0.42,0.3,0.28200000000000003,0.294,2
234,0.492,0.336,0.438,0.378,2
235,0.324,0.252,0.41400000000000003,0.558,2
236,0.6,0.39,0.42,0.8160000000000001,3
